"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.765015625E0,-4.789999872E-2,1.686999947E-1,-1.789999940E-2
7.795017188E0,-7.339999825E-2,5.139999837E-2,3.329999745E-2
7.824989063E0,-4.919999838E-2,8.129999787E-2,-2.740000002E-2
7.845010938E0,-1.549999975E-2,5.219999701E-2,-4.179999977E-2
7.875012500E0,1.459999941E-2,7.180000097E-2,-6.119999662E-2
7.905015625E0,4.439999908E-2,1.110999957E-1,-8.969999850E-2
7.935017188E0,2.070000023E-2,6.159999967E-2,-7.059999555E-2
7.964987500E0,-3.029999882E-2,7.119999826E-2,-5.519999936E-2
7.985009375E0,-5.759999901E-2,1.105999947E-1,-2.479999885E-2
8.015012500E0,-3.419999778E-2,1.499999911E-1,-2.410000004E-2
8.045014063E0,2.840000018E-2,1.110999957E-1,-1.950000040E-2
8.075015625E0,1.960000023E-2,1.112999991E-1,-3.390000015E-2
8.105018750E0,6.030000001E-2,6.239999831E-2,-3.759999946E-2
8.134989063E0,4.659999907E-2,1.110999957E-1,-1.669999957E-2
8.155010938E0,1.640000008E-2,7.189999521E-2,2.799999900E-3
8.185014063E0,5.699999630E-3,1.011999995E-1,-4.470000044E-2
8.215015625E0,4.499999806E-3,8.150000125E-2,-2.349999920E-2
8.245017188E0,3.319999948E-2,7.159999758E-2,-4.209999740E-2
8.274987500E0,1.500000013E-3,1.008000001E-1,-2.850000001E-2
8.295010938E0,1.099999994E-3,1.203999966E-1,7.999999798E-4
8.325012500E0,1.999999862E-3,8.129999787E-2,-1.829999872E-2
8.355014063E0,1.090000011E-2,1.008000001E-1,1.999999862E-3
8.385017188E0,1.599999960E-3,7.140000165E-2,-7.400000002E-3
8.415018750E0,3.859999776E-2,1.105000004E-1,1.169999968E-2
8.444989063E0,5.099999905E-2,3.199999919E-3,-1.799999923E-2
8.465010938E0,4.959999770E-2,3.260000050E-2,1.119999960E-2
8.495012500E0,-9.999999311E-4,3.099999856E-3,2.009999938E-2
8.525015625E0,-1.099999994E-3,3.249999881E-2,4.829999804E-2
8.555017188E0,1.769999973E-2,-2.630000003E-2,-1.040000003E-2
8.584987500E0,7.199999876E-3,2.259999886E-2,-9.999999776E-3
8.605010938E0,-2.249999903E-2,1.279999968E-2,-1.999999949E-4
8.635012500E0,-1.159999985E-2,-6.599999964E-3,3.729999810E-2
8.665014063E0,7.100000046E-3,1.279999968E-2,1.689999923E-2
8.695017188E0,-2.080000006E-2,1.289999951E-2,2.520000003E-2
8.725018750E0,-1.199999941E-3,3.260000050E-2,6.300000101E-2
8.754989063E0,-1.059999969E-2,2.290000021E-2,5.849999934E-2
8.775010938E0,2.730000019E-2,3.199999919E-3,3.720000014E-2
8.805014063E0,2.569999918E-2,3.099999856E-3,1.759999990E-2
8.835015625E0,-2.899999963E-3,-1.630000025E-2,1.649999991E-2
8.865017188E0,-2.190000005E-2,-1.630000025E-2,4.429999739E-2
8.894989063E0,3.489999846E-2,3.199999919E-3,3.159999847E-2
8.915010938E0,8.039999753E-2,-2.630000003E-2,4.899999872E-2
8.945012500E0,1.407999992E-1,3.439999744E-2,2.919999883E-2
8.975014063E0,4.690000042E-2,7.329999655E-2,-4.729999974E-2
9.005017188E0,-3.999999911E-2,5.370000005E-2,-6.350000203E-2
9.035018750E0,3.729999810E-2,1.613999903E-1,-2.039999887E-2
9.064989063E0,4.609999806E-2,1.429999992E-2,2.789999917E-2
9.085010938E0,-4.369999841E-2,5.350000039E-2,1.315999925E-1
9.115014063E0,-4.959999770E-2,2.439999953E-2,2.749999985E-2
9.145015625E0,3.849999979E-2,8.320000023E-2,-4.089999944E-2
9.175017188E0,9.919999540E-2,1.120999977E-1,5.999999703E-4
9.204989063E0,8.999999613E-3,5.319999903E-2,9.489999712E-2
9.225010938E0,-1.919999905E-2,7.299999893E-2,5.199999735E-2
9.255012500E0,-2.699999884E-2,9.269999713E-2,-5.289999768E-2
9.285014063E0,-6.350000203E-2,6.340000033E-2,-7.019999623E-2
9.315017188E0,-8.689999580E-2,4.399999976E-2,-2.620000020E-2
9.345018750E0,-9.319999814E-2,6.379999965E-2,-2.449999936E-2
9.374989063E0,-6.709999591E-2,3.469999880E-2,-2.149999887E-2
9.395010938E0,-3.619999811E-2,7.400000095E-2,-2.049999870E-2
9.425014063E0,1.189999934E-2,1.327999979E-1,-6.819999963E-2
9.455015625E0,1.989999972E-2,6.399999559E-2,-3.529999778E-2
9.485017188E0,9.599999525E-3,-4.699999932E-3,-9.049999714E-2
9.514989063E0,-2.960000001E-2,3.429999948E-2,-1.001999974E-1
9.535010938E0,-5.669999868E-2,7.360000163E-2,-6.759999692E-2
9.565012500E0,-4.419999942E-2,9.339999408E-2,-6.999999750E-3
9.595014063E0,-3.959999979E-2,7.400000095E-2,-4.380000010E-2
9.625017188E0,-4.829999804E-2,9.369999915E-2,-1.096000001E-1
9.655018750E0,-4.949999973E-2,-2.399999881E-3,-1.004999951E-1
9.684989063E0,-7.669999450E-2,-3.170000017E-2,-1.119999960E-2
9.705010938E0,2.259999886E-2,-2.180000022E-2,-5.040000007E-2
9.735014063E0,2.899999917E-2,6.610000134E-2,-1.300999969E-1
9.765015625E0,-9.699999355E-3,7.199999876E-3,-3.700000048E-2
9.795017188E0,-1.659999974E-2,7.400000002E-3,7.859999686E-2
9.824989063E0,9.879999608E-2,7.299999706E-3,1.322000027E-1
9.845010938E0,6.539999694E-2,-2.219999954E-2,6.790000200E-2
9.875012500E0,6.069999933E-2,-9.109999985E-2,-9.529999644E-2
9.905014063E0,6.679999828E-2,-7.180000097E-2,-1.568000019E-1
9.935017188E0,-2.229999937E-2,-1.319999993E-2,-1.232999936E-1
9.965018750E0,-1.348000020E-1,1.640000008E-2,-6.149999797E-2
9.994989063E0,-1.595999897E-1,-2.300000051E-3,-1.950000040E-2
1.001501094E1,-1.056999937E-1,-1.999999862E-3,-8.429999650E-2
1.004501406E1,-2.569999918E-2,2.740000002E-2,-1.193999946E-1
1.007501562E1,-4.409999773E-2,5.680000037E-2,-7.129999995E-2
1.010501719E1,-2.149999887E-2,-8.020000160E-2,6.419999897E-2
1.013498906E1,2.679999918E-2,-8.020000160E-2,-6.229999661E-2
1.015501094E1,3.519999981E-2,-6.069999933E-2,-9.709999710E-2
1.018501250E1,1.389999967E-2,4.690000042E-2,-7.409999520E-2
1.021501563E1,-2.389999852E-2,-3.130000085E-2,7.079999894E-2
1.024501562E1,-1.279999968E-2,-3.119999915E-2,9.999999776E-3
1.027498750E1,-3.049999848E-2,-1.699999906E-3,-7.469999790E-2
1.029500938E1,-2.909999900E-2,-2.129999921E-2,-3.399999812E-2
1.032501250E1,1.199999941E-3,-4.079999775E-2,-3.249999881E-2
1.035501406E1,-9.399999864E-3,8.100000210E-3,4.519999772E-2
1.038501563E1,-2.819999866E-2,8.100000210E-3,6.319999695E-2
1.041501719E1,2.199999988E-3,-7.009999454E-2,3.979999945E-2
1.044498906E1,1.139999926E-2,-1.500000013E-3,2.869999968E-2
1.046501094E1,4.879999906E-2,8.100000210E-3,3.599999845E-2
1.049501250E1,3.709999844E-2,-2.129999921E-2,4.059999809E-2
1.052501562E1,5.519999936E-2,-1.159999985E-2,-9.399999864E-3
1.055501719E1,-1.480000000E-2,7.799999788E-3,-9.800000116E-3
1.058498750E1,-4.250000045E-2,-8.020000160E-2,1.779999956E-2
1.060500938E1,-1.199999941E-3,-3.099999949E-2,-1.109999977E-2
1.063501250E1,7.699999958E-3,1.789999940E-2,-1.099999994E-3
1.066501406E1,2.740000002E-2,-1.139999926E-2,2.649999969E-2
