"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.765249922E2,3.543418646E-1,1.147301483E1,2.633621931E0
1.765499891E2,4.501099110E0,1.495897198E1,-6.751648903E0
1.765749844E2,1.340752959E0,1.238281155E1,-7.757213712E-1
1.765999812E2,-3.639186621E-1,7.134721279E0,2.279279947E0
1.766249781E2,-3.830722719E-2,4.539406300E0,1.982398987E0
1.766450000E2,8.044517636E-1,4.884171486E0,1.283292055E0
1.766699969E2,2.489969730E0,7.412448406E0,2.777273953E-1
1.766949938E2,1.742978811E0,1.094629002E1,-5.650315881E-1
1.767150031E2,-9.576806799E-3,1.090798283E1,-4.405331016E-1
1.767399797E2,-5.363011956E-1,7.642292023E0,1.656787634E0
1.767649766E2,8.619125932E-2,7.546523571E0,2.806004286E0
1.767850000E2,1.915361360E-2,9.212887764E0,1.465251446E0
1.768099953E2,-6.895300746E-1,1.077390766E1,6.512228847E-1
1.768350266E2,2.528276920E0,1.173158836E1,1.417367458E0
1.768599891E2,3.600879431E0,1.345541382E1,6.320692301E-1
1.768849859E2,-2.202665508E-1,1.240196514E1,1.321599364E0
1.769099813E2,2.422932148E0,1.409705925E1,1.379060149E0
1.769349781E2,3.169923067E0,1.415452003E1,-2.489969730E-1
1.769550125E2,1.905784607E0,1.188481712E1,-2.126051188E0
1.769799969E2,2.193088770E0,1.192312431E1,-6.512228847E-1
1.770049938E2,2.710236311E0,1.643379974E1,-7.852981687E-1
1.770299891E2,-1.034295082E0,1.595495987E1,-1.082179189E0
1.770549859E2,-2.978386879E0,1.193270111E1,2.853888512E0
1.770799828E2,-4.692635238E-1,9.442731857E0,1.924938202E0
1.771049797E2,8.810662031E-1,7.134721279E0,1.455674648E0
1.771250016E2,1.436521053E0,6.550535679E0,1.331176162E0
1.771499984E2,1.350329757E0,7.000645638E0,1.723825186E-1
1.771749938E2,1.072602391E0,5.918466568E0,-4.884171486E-1
1.771999906E2,-2.873041928E-1,4.050989151E0,9.289502501E-1
1.772249875E2,-2.068590164E0,3.093308687E0,2.920926094E0
1.772499828E2,-2.528276920E0,3.390189648E0,2.978386879E0
1.772749797E2,-1.618480325E0,4.290409565E0,2.863465309E0
1.772950031E2,-1.292868972E0,4.376600742E0,3.150769472E0
1.773150094E2,-1.752555609E0,4.912901878E0,4.587290287E0
1.773399891E2,-1.905784607E0,6.493074894E0,6.119579315E0
1.773649859E2,-2.585737705E-1,1.315853214E1,1.213381386E1
1.773899828E2,5.171475410E-1,2.704490280E1,5.717353821E0
1.774149797E2,-7.354987621E0,7.498639584E0,7.738059998E0
1.774350000E2,-7.575253963E0,6.042964935E0,9.615114212E0
1.774599969E2,-2.269703150E0,1.097502041E1,1.213381386E1
1.774849953E2,5.880159378E0,1.876096535E1,-1.742978811E0
1.775099906E2,7.402871609E0,6.196194172E0,-5.458779812E0
1.775349875E2,-4.089296341E0,-1.618480325E0,-4.462791920E0
1.775549969E2,-7.958326340E0,4.309563041E-1,2.240972757E0
1.775750000E2,-3.821146011E0,7.058106422E0,6.971915245E0
1.775999969E2,1.350329757E0,1.577300072E1,1.340752989E-1
1.776249938E2,1.570596337E0,1.745851898E1,-3.303998232E0
1.776499891E2,2.068590164E0,9.806650162E0,1.857900500E0
1.776750016E2,1.072602391E0,5.985504150E0,2.039859772E0
1.776999812E2,7.948749661E-1,4.012681961E0,2.221819162E0
1.777250094E2,1.149216816E-1,5.516240597E0,8.810662031E-1
1.777499750E2,6.512228847E-1,8.628703117E0,-4.213795066E-1
1.777699969E2,1.101332784E0,1.081221485E1,-1.388636947E0
1.777950141E2,1.340752959E0,1.000776291E1,-3.447650373E-1
1.778199906E2,7.182605267E-1,6.914454460E0,1.398213744E0
1.778449875E2,-4.405331016E-1,8.274360657E0,1.714248419E0
1.778699828E2,-3.830722570E-1,1.070687008E1,3.830722719E-2
1.778949797E2,-3.447650373E-1,1.187524033E1,1.685518026E0
1.779199766E2,2.126051188E0,1.128147888E1,1.733402014E0
1.779399984E2,3.667917013E0,1.187524033E1,5.937620401E-1
1.779649953E2,1.685518026E0,1.312022495E1,8.140285611E-1
1.779899922E2,2.269703150E0,1.635718536E1,4.788403213E-2
1.780149891E2,4.012681961E0,1.559104156E1,-1.532289028E0
1.780399844E2,2.193088770E0,1.334049225E1,-4.367023945E0
1.780649813E2,8.427590132E-1,1.106121159E1,-1.944091797E0
1.780899766E2,-2.681505919E0,1.228704357E1,-6.607996821E-1
1.781100000E2,-5.458779931E-1,1.258392429E1,1.551442742E0
1.781349969E2,-6.895300746E-1,1.304361057E1,1.474828243E0
1.781550109E2,-7.469909191E-1,1.210508347E1,1.302445769E0
1.781799844E2,2.298433632E-1,9.059659004E0,6.033388376E-1
1.782049797E2,1.742978811E0,6.789956093E0,4.213795066E-1
1.782299750E2,1.704671621E0,6.253654957E0,3.830722719E-2
1.782499984E2,7.278373241E-1,6.550535679E0,-1.819593310E-1
1.782749953E2,-5.841852427E-1,5.315127850E0,6.895300746E-1
1.782999922E2,-2.059013367E0,3.782838583E0,1.934514999E0
1.783249891E2,-2.336740971E0,3.399766445E0,2.288856745E0
1.783499844E2,-1.321599364E0,3.869029999E0,2.480392933E0
1.783749813E2,-1.446097851E0,4.299986362E0,3.600879431E0
1.783999766E2,-1.350329757E0,5.228936672E0,5.784391403E0
1.784200000E2,-8.236053586E-1,7.651868820E0,8.695740700E0
1.784449969E2,-4.213795066E-1,1.082179165E1,1.094629002E1
1.784699938E2,8.810662031E-1,2.529234695E1,6.090848923E0
1.784949906E2,-3.562572241E0,1.701798630E1,2.317587137E0
1.785150031E2,-5.046977043E0,9.021351814E0,7.833827972E0
1.785399766E2,-4.548983097E0,1.000776291E1,1.058237171E1
1.785599984E2,-3.447650373E-1,1.556231117E1,5.315127850E0
1.785850125E2,7.335834026E0,1.316810894E1,-2.624045134E0
1.786099906E2,1.072602391E0,1.695094824E0,-6.569689274E0
1.786349875E2,-6.023811340E0,-3.303998232E0,2.202665508E-1
1.786599844E2,-2.585737944E0,5.458779812E0,6.713341713E0
1.786849828E2,2.987963676E0,1.609861183E1,6.320692301E-1
1.787099781E2,-9.385270476E-1,1.854069710E1,-4.070142746E0
1.787300000E2,-1.359906554E0,1.052491093E1,1.599326730E0
1.787549984E2,-1.340752989E-1,6.263231754E0,2.202665567E0
1.787799938E2,1.838746905E0,4.462791920E0,1.551442742E0
