"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.120006250E0,-2.873041928E-1,-8.714894056E-1,9.777919769E0
8.145003125E0,-3.064578176E-1,-8.810662031E-1,9.758766174E0
8.169998438E0,-2.968810201E-1,-8.810662031E-1,9.749189377E0
8.194996875E0,-2.968810201E-1,-9.002198577E-1,9.768342972E0
8.219992188E0,-2.968810201E-1,-8.810662031E-1,9.806650162E0
8.240014063E0,-3.064578176E-1,-8.714894056E-1,9.797073364E0
8.265010938E0,-3.064578176E-1,-8.714894056E-1,9.777919769E0
8.290006250E0,-2.873041928E-1,-9.097966552E-1,9.768342972E0
8.315004688E0,-2.968810201E-1,-9.193734527E-1,9.758766174E0
8.340000000E0,-3.160346150E-1,-8.810662031E-1,9.749189377E0
8.364995313E0,-3.256114423E-1,-8.619126081E-1,9.768342972E0
8.389993750E0,-3.351882398E-1,-8.810662031E-1,9.768342972E0
8.410015625E0,-3.064578176E-1,-9.097966552E-1,9.777919769E0
8.435014063E0,-2.873041928E-1,-9.097966552E-1,9.787496567E0
8.460007813E0,-3.064578176E-1,-8.810662031E-1,9.797073364E0
8.485004688E0,-2.777273953E-1,-8.714894056E-1,9.787496567E0
8.510001563E0,-3.064578176E-1,-8.810662031E-1,9.758766174E0
8.534996875E0,-3.256114423E-1,-8.810662031E-1,9.749189377E0
8.559993750E0,-3.064578176E-1,-8.619126081E-1,9.777919769E0
8.584990625E0,-3.351882398E-1,-8.810662031E-1,9.768342972E0
8.605012500E0,-3.160346150E-1,-9.002198577E-1,9.749189377E0
8.630009375E0,-3.160346150E-1,-9.097966552E-1,9.777919769E0
8.655009375E0,-2.873041928E-1,-8.906430602E-1,9.797073364E0
8.680001563E0,-3.160346150E-1,-9.002198577E-1,9.758766174E0
8.704998438E0,-3.064578176E-1,-8.810662031E-1,9.739612579E0
8.729995313E0,-3.064578176E-1,-8.714894056E-1,9.758766174E0
8.754992188E0,-3.256114423E-1,-8.906430602E-1,9.768342972E0
8.775014063E0,-2.968810201E-1,-9.193734527E-1,9.806650162E0
8.800010938E0,-2.873041928E-1,-8.810662031E-1,9.777919769E0
8.825007813E0,-2.873041928E-1,-8.523358107E-1,9.777919769E0
8.850003125E0,-3.160346150E-1,-8.619126081E-1,9.777919769E0
8.875000000E0,-3.064578176E-1,-8.810662031E-1,9.739612579E0
8.895023438E0,-3.064578176E-1,-9.097966552E-1,9.749189377E0
8.919987500E0,-3.160346150E-1,-9.097966552E-1,9.739612579E0
8.940009375E0,-3.160346150E-1,-8.906430602E-1,9.758766174E0
8.965006250E0,-3.256114423E-1,-8.714894056E-1,9.777919769E0
8.990003125E0,-2.968810201E-1,-8.619126081E-1,9.739612579E0
9.015004688E0,-2.873041928E-1,-8.619126081E-1,9.730035782E0
9.039995313E0,-2.777273953E-1,-8.619126081E-1,9.749189377E0
9.064992188E0,-2.968810201E-1,-8.523358107E-1,9.787496567E0
9.085015625E0,-2.777273953E-1,-9.097966552E-1,9.749189377E0
9.110010938E0,-3.160346150E-1,-9.002198577E-1,9.768342972E0
