"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.495000000E0,-1.125999928E0,1.016499996E0,-7.433999777E-1
9.525003125E0,-6.653000116E-1,1.276700020E0,-7.611999512E-1
9.555004687E0,-6.441000104E-1,1.960899949E0,-7.064999938E-1
9.585006250E0,-3.987999856E-1,3.033599854E0,-5.435999632E-1
9.614976562E0,-6.417999864E-1,3.542099953E0,-1.487499952E0
9.635000000E0,-8.590999842E-1,3.534799814E0,-1.139599919E0
9.665001562E0,-1.508399963E0,3.030400038E0,-5.728999972E-1
9.695003125E0,-1.101499915E0,2.299499989E0,-1.098899961E0
9.725004687E0,-1.167599916E0,2.776999950E0,-1.427599907E0
9.754976562E0,-4.159999788E-1,2.990299940E0,-6.916999817E-1
9.774998437E0,-8.399999887E-2,3.111899853E0,-1.815999895E-1
9.805000000E0,-6.983999610E-1,3.418499947E0,-9.268999696E-1
9.825003125E0,-1.329899907E0,3.361299992E0,-6.223999858E-1
9.854993750E0,-1.284399986E0,2.536599874E0,-1.143999934E0
9.884995312E0,-1.313199997E0,2.024800062E0,-3.935999870E-1
9.914996875E0,-1.126299977E0,2.720499992E0,4.504999816E-1
9.944998437E0,-1.398299932E0,3.725499868E0,1.635999978E-1
9.975001562E0,-1.120999932E0,4.634099960E0,-2.469999939E-1
1.000500312E1,1.009299994E0,3.522699833E0,-1.261799932E0
1.003500469E1,2.224499941E0,4.203999937E-1,-1.615299940E0
1.006497656E1,-2.529999986E-2,-1.499499917E0,-1.699899912E0
1.008499844E1,-1.821699977E0,-1.544999927E-1,-1.829800010E0
1.011500000E1,-2.912699938E0,3.523299932E0,-9.318999648E-1
1.014500312E1,-4.600000102E-3,5.119999886E0,7.769999653E-2
1.017500469E1,-3.035999835E-1,4.105899811E0,-2.423999906E-1
1.020497500E1,-8.858999610E-1,2.305399895E0,-1.343799949E0
1.022499688E1,2.777999938E-1,1.550999999E0,-8.409999609E-1
1.025500000E1,6.699000001E-1,2.868700027E0,6.072999835E-1
1.028500156E1,2.803999782E-1,3.807699919E0,5.945000052E-1
1.031500312E1,-1.408299923E0,3.210299969E0,-2.345900059E0
1.034500625E1,3.339999914E-2,1.722299933E0,-1.855499983E0
1.037497656E1,-2.410599947E0,-6.599999964E-3,-5.162999630E-1
1.039499844E1,-1.856099963E0,1.435000002E-1,-1.043300033E0
1.042500000E1,7.306999564E-1,2.291699886E0,-6.554999948E-1
1.045500313E1,1.659599900E0,3.247099876E0,-2.208699942E0
1.048500469E1,-1.489799976E0,1.054299951E0,-2.125999928E0
1.051497500E1,-2.130699873E0,1.410200000E0,-3.662000000E-1
1.053499844E1,2.953999937E-1,2.631899834E0,1.901899934E0
1.056500000E1,1.209999993E-2,2.968699932E0,-1.299499989E0
1.059500156E1,-1.324499965E0,1.793999910E0,-8.899999857E-1
1.062500313E1,-5.763999820E-1,9.009999782E-2,6.087999940E-1
1.065500625E1,1.139999926E-2,1.297999918E-1,-2.027499914E0
1.068497656E1,1.351999938E-1,1.050300002E0,-1.939799905E0
1.070499844E1,-3.910999894E-1,2.070499897E0,-5.767999887E-1
1.073500156E1,-3.370999992E-1,1.346300006E0,-1.781899929E0
1.076500312E1,-2.346199989E0,-7.365999818E-1,-4.776999950E-1
1.079500469E1,5.170999765E-1,3.310999870E0,-1.400699973E0
1.082497344E1,-1.213500023E0,9.275999665E-1,-1.249999925E-2
1.084499844E1,-5.008000135E-1,9.921999574E-1,-4.526000023E-1
1.087499844E1,-5.817999840E-1,1.388099909E0,-1.228199959E0
1.090500156E1,-1.385200024E0,2.890399933E0,-2.974999845E-1
1.093500313E1,-1.380999982E-1,3.610599995E0,-1.236899972E0
1.096500625E1,1.256999969E-1,5.066999912E0,7.470999956E-1
1.099497656E1,-2.953999937E-1,9.400999546E-1,-3.373799801E0
1.101499844E1,-2.488499880E0,-1.182299972E0,-3.634399891E0
1.104500000E1,-2.750499964E0,-2.160999924E-1,-1.780200005E0
1.107500312E1,2.078700066E0,2.746599913E0,-2.070099831E0
1.110500469E1,3.899299860E0,4.519999981E0,-2.669399977E0
1.113497500E1,2.073999941E-1,5.562599659E0,1.030999944E-1
1.115499688E1,-1.605499983E0,5.291100025E0,2.040699959E0
