"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.050029687E0,-3.830722719E-2,4.625597477E0,8.532935143E0
8.074987500E0,4.501099288E-1,5.506663799E0,7.833827972E0
8.099984375E0,8.523358107E-1,7.345410824E0,7.469909191E0
8.120006250E0,8.331822157E-1,7.402871609E0,7.211335659E0
8.145003125E0,1.857900500E0,6.856993675E0,7.508216381E0
8.170000000E0,2.087743998E0,6.167463779E0,7.862558365E0
8.194995312E0,2.719813108E0,6.110002518E0,8.274360657E0
8.219992187E0,2.240972757E0,6.263231754E0,7.335834026E0
8.244989062E0,1.771709204E0,7.268796444E0,7.086836815E0
8.269985937E0,2.240972757E0,8.868123055E0,6.751648903E0
8.294981250E0,2.920926094E0,1.069729328E1,6.914454460E0
8.315003125E0,2.499546528E0,1.089840603E1,7.929595947E0
8.340001562E0,1.915361404E0,9.835380554E0,6.454767704E0
8.364996875E0,5.554547906E-1,7.785943985E0,5.209783077E0
8.389993750E0,-2.681505978E-1,7.575253963E0,5.449203014E0
8.414989062E0,7.948749661E-1,8.714894295E0,6.837840080E0
8.439985937E0,9.768342972E-1,1.019929886E1,8.494627953E0
8.464982812E0,5.746083856E-1,8.992621422E0,8.092401505E0
8.485004687E0,2.260126352E0,6.387730122E0,6.627150536E0
8.510001562E0,3.083731890E0,3.112462282E0,6.473921299E0
8.534998437E0,1.762132406E0,4.175487995E0,4.692635536E0
8.559995312E0,5.650315881E-1,7.000645638E0,5.075707436E0
8.584990625E0,7.757213712E-1,1.011310768E1,8.839392662E0
8.609987500E0,9.672574997E-1,9.730035782E0,1.074517727E1
8.634982812E0,3.131615877E0,8.973467827E0,1.018972206E1
8.655006250E0,4.299986362E0,7.891288757E0,8.350975990E0
8.680003125E0,3.505111217E0,6.837840080E0,6.368576527E0
8.704998437E0,1.379060149E0,6.110002518E0,7.297526836E0
8.729995312E0,2.106897533E-1,5.880159378E0,7.268796444E0
8.754992187E0,-3.447650373E-1,5.238513470E0,8.475474358E0
8.779987500E0,-1.436520964E-1,5.506663799E0,1.018972206E1
8.804984375E0,7.757213712E-1,5.410895824E0,1.072602367E1
8.829981250E0,3.256114423E-1,4.453215122E0,9.356540680E0
